UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,Unnamed: 5,Ano,Mes
MA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
MA,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
MA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
MA,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
MA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
MA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
MA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
MA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
MA,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","0,00",,2025,Janeiro
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","0,00",,2025,Janeiro
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","1,83",,2025,Janeiro
MT,-,Cobertura do Atendimento a Estudantes,"4,50","0,00",,2025,Janeiro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Janeiro
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","0,00",,2025,Janeiro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","0,00",,2025,Janeiro
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","93,33",,2025,Janeiro
MT,-,Recorrência do Atendimento,"69,89","28,21",,2025,Janeiro
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","3,09",,2025,Fevereiro
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","0,00",,2025,Fevereiro
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","2,93",,2025,Fevereiro
MT,-,Cobertura do Atendimento a Estudantes,"4,50","0,06",,2025,Fevereiro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Fevereiro
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","0,00",,2025,Fevereiro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","0,00",,2025,Fevereiro
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","91,46",,2025,Fevereiro
MT,-,Recorrência do Atendimento,"69,89","33,75",,2025,Fevereiro
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","5,47",,2025,Março
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","86,65",,2025,Março
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","3,66",,2025,Março
MT,-,Cobertura do Atendimento a Estudantes,"4,50","0,09",,2025,Março
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Março
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","5,63",,2025,Março
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","0,00",,2025,Março
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","92,48",,2025,Março
MT,-,Recorrência do Atendimento,"69,89","36,93",,2025,Março
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","6,22",,2025,Abril
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","86,65",,2025,Abril
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","4,31",,2025,Abril
MT,-,Cobertura do Atendimento a Estudantes,"4,50","0,10",,2025,Abril
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Abril
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","5,63",,2025,Abril
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","0,00",,2025,Abril
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","92,64",,2025,Abril
MT,-,Recorrência do Atendimento,"69,89","37,66",,2025,Abril
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","21,81",,2025,Maio
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","86,65",,2025,Maio
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","5,32",,2025,Maio
MT,-,Cobertura do Atendimento a Estudantes,"4,50","0,21",,2025,Maio
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Maio
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","5,63",,2025,Maio
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","0,00",,2025,Maio
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","91,48",,2025,Maio
MT,-,Recorrência do Atendimento,"69,89","40,31",,2025,Maio
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","24,00",,2025,Junho
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","84,22",,2025,Junho
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","6,25",,2025,Junho
MT,-,Cobertura do Atendimento a Estudantes,"4,50","0,48",,2025,Junho
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Junho
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","5,63",,2025,Junho
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","26,21",,2025,Junho
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","91,78",,2025,Junho
MT,-,Recorrência do Atendimento,"69,89","43,00",,2025,Junho
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","31,42",,2025,Julho
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","84,22",,2025,Julho
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","9,75",,2025,Julho
MT,-,Cobertura do Atendimento a Estudantes,"4,50","1,48",,2025,Julho
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Julho
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","5,63",,2025,Julho
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","26,21",,2025,Julho
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","90,76",,2025,Julho
MT,-,Recorrência do Atendimento,"69,89","51,28",,2025,Julho
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","31,42",,2025,Agosto
MT,-,Cobertura de clientes de grupos sub-representados,"72,00","84,22",,2025,Agosto
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","11,77",,2025,Agosto
MT,-,Cobertura do Atendimento a Estudantes,"4,50","1,48",,2025,Agosto
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"16,00","0,00",,2025,Agosto
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"10,00","5,63",,2025,Agosto
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","26,21",,2025,Agosto
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"84,00","90,76",,2025,Agosto
MT,-,Recorrência do Atendimento,"69,89","51,28",,2025,Agosto
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
MT,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
MT,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
MT,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
MT,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
MT,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
MT,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
MT,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
MT,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
MT,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
MT,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
MT,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
MT,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
MT,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
MT,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
MS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","1,72",,2025,Janeiro
MS,-,Cobertura de clientes de grupos sub-representados,"65,10","0,00",,2025,Janeiro
MS,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"36,00","7,87",,2025,Janeiro
MS,-,Cobertura do Atendimento a Estudantes,"8,00","0,02",,2025,Janeiro
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
MS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"35,00","0,00",,2025,Janeiro
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,40","0,00",,2025,Janeiro
MS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,14",,2025,Janeiro
MS,-,Recorrência do Atendimento,"55,00","21,26",,2025,Janeiro
MS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","2,60",,2025,Fevereiro
MS,-,Cobertura de clientes de grupos sub-representados,"65,10","0,00",,2025,Fevereiro
MS,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"36,00","10,85",,2025,Fevereiro
MS,-,Cobertura do Atendimento a Estudantes,"8,00","0,10",,2025,Fevereiro
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
MS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"35,00","0,00",,2025,Fevereiro
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,40","0,00",,2025,Fevereiro
MS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,30",,2025,Fevereiro
MS,-,Recorrência do Atendimento,"55,00","39,82",,2025,Fevereiro
MS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","7,26",,2025,Março
MS,-,Cobertura de clientes de grupos sub-representados,"65,10","82,35",,2025,Março
MS,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"36,00","12,25",,2025,Março
MS,-,Cobertura do Atendimento a Estudantes,"8,00","0,14",,2025,Março
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
MS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"35,00","0,00",,2025,Março
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,40","0,00",,2025,Março
MS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","90,01",,2025,Março
MS,-,Recorrência do Atendimento,"55,00","44,42",,2025,Março
MS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","10,87",,2025,Abril
MS,-,Cobertura de clientes de grupos sub-representados,"65,10","82,35",,2025,Abril
MS,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"36,00","14,29",,2025,Abril
MS,-,Cobertura do Atendimento a Estudantes,"8,00","0,18",,2025,Abril
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
MS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"35,00","0,00",,2025,Abril
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,40","0,00",,2025,Abril
MS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,57",,2025,Abril
MS,-,Recorrência do Atendimento,"55,00","47,69",,2025,Abril
MS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","14,04",,2025,Maio
MS,-,Cobertura de clientes de grupos sub-representados,"65,10","82,35",,2025,Maio
MS,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"36,00","21,19",,2025,Maio
MS,-,Cobertura do Atendimento a Estudantes,"8,00","0,29",,2025,Maio
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
MS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"35,00","0,00",,2025,Maio
MS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,40","0,00",,2025,Maio
MS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","90,39",,2025,Maio
MS,-,Recorrência do Atendimento,"55,00","45,07",,2025,Maio
MS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","25,44",,2025,Junho
MS,-,Cobertura de clientes de grupos sub-representados,"65,10","83,47",,2025,Junho
