Nome Sebrae,Descrição Tipo Iniciativa,Descrição Tipologia Iniciativa,Número Iniciativa,Nome Iniciativa,Nome Unidade Organizacional,Total de Despesa Orçado - Ajustado em 2025,Total do Valor de Despesa Executado em 2025,Total de Atendimentos em 2025,Clientes Atendidos em 2025,Unnamed: 10,Ano,Mes
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025718PJAS,Acelera Vendas - Indústria de Base,ES - Unidade Regional Metropolitana,"1.186.786,00","249.197,68",304.0,279.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025749PJAS,AceleraTur - Aracruz - Bares e Restaurantes,ES - Unidade Regional Central,"80.000,00","26.404,75",3.0,3.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025840PJAS,AceleraTur - Colatina - Bares e Restaurantes,ES - Unidade Regional Central,"80.000,00","15.094,40",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025750PJAS,AceleraTur - Serrana,ES - Unidade Regional Serrana,"136.000,00","39.211,00",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025745PJAS,AceleraTur Caparaó,ES - Unidade Regional Caparaó,"180.000,00","25.786,49",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025747PJAS,AceleraTur Metropolitana - Meios de Hospedagem,ES - Unidade Regional Metropolitana,"232.500,00","83.580,97",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025746PJAS,AceleraTur Norte - Rotas quilombolas,ES - Unidade Regional Norte,"120.000,00","34.880,00",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025748PJAS,AceleraTur Sul - Bares e Restaurantes,ES - Unidade Regional Sul,"104.000,00","1.098,00",27.0,19.0,,2025,Agosto
SEBRAE/ES,Atividade,Gestão Operacional,ES000988ATOE,Acompanhamento dos Processos Judiciais,ES - Assessoria Jurídica,"468.200,00","438.892,26",0.0,0.0,,2025,Agosto
SEBRAE/ES,Atividade,Gestão Operacional,ES000682ATGO,Administração de Pessoal - Custeio Administrativo,ES - Unidade de Gestão de Pessoas,"395.000,00","229.558,32",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento direto pelo Sebrae,ES025744PJAS,Agentes de Competitividade,ES - Unidade de Competitividade e Produtividade,"0,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Atendimento,ES002782PJAS,ALI Rural,ES - Unidade de Competitividade e Produtividade,"708.400,00","214.424,87",332.0,65.0,,2025,Agosto
SEBRAE/ES,Projeto,Inversão Financeira,ES000987PJIF,Amortização de Empréstimos,ES - Assessoria de Planejamento Orçamentário,"3.777.882,00","2.180.515,84",0.0,0.0,,2025,Agosto
SEBRAE/ES,Atividade,Desenvolvimento de Produtos e Serviços,ES002745ATPS,Bodyshop - ID,"ES - Unidade de Projetos, Processos e Inteligência de Dados","800.000,00","352.003,46",0.0,0.0,,2025,Agosto
SEBRAE/ES,Atividade,Desenvolvimento de Produtos e Serviços,ES013592ATPS,Bodyshop Automatização de Processos,"ES - Unidade de Projetos, Processos e Inteligência de Dados","855.000,00","326.880,93",0.0,0.0,,2025,Agosto
SEBRAE/ES,Projeto,Articulação Institucional,ES002716PJAI,Cidade Empreendedora - ES,ES - Unidade de Ambiente de Negócios e Acesso ao Crédito,"11.432.773,00","7.795.277,46",23.0,16.0,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES013586ATAS,Cliente 360º - Escritório Aracruz,ES - Unidade Regional Central,"4.831.317,00","2.532.546,45",14.53,7.602,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES012989ATAS,Cliente 360º - Escritório Cachoeiro,ES - Unidade Regional Sul,"6.924.857,00","3.264.680,44",20.73,9.128,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES027530ATAS,Cliente 360º - Escritório Centro Vitória,ES - Unidade Regional Metropolitana,"677.320,00","10.551,13",23.0,23.0,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES013583ATAS,Cliente 360º - Escritório Colatina,ES - Unidade Regional Central,"9.107.701,00","3.988.745,85",17.605,9.214,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES012988ATAS,Cliente 360º - Escritório Guarapari,ES - Unidade Regional Sul,"6.579.262,00","4.316.353,30",10.546,6.36,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES041809ATAS,Cliente 360º - Escritório Linhares,ES - Unidade Regional Central,"2.813.666,00","697.321,71",12.279,5.644,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES013577ATAS,Cliente 360º - Escritório Nova Venécia,ES - Unidade Regional Norte,"3.401.046,00","2.464.310,60",9.991,5.17,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES012996ATAS,Cliente 360º - Escritório São Mateus,ES - Unidade Regional Norte,"3.992.546,00","2.919.287,56",7.939,5.2,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES041784ATAS,Cliente 360º - Escritório Venda Nova do Imigrante,ES - Unidade Regional Serrana,"10.649.123,00","4.268.057,60",13.193,8.229,,2025,Agosto
SEBRAE/ES,Atividade,Atendimento direto pelo Sebrae,ES027302ATAS,Cliente 360º - Escritório Vila Velha,ES - Unidade Regional Metropolitana,"495.552,00","12.634,63",551.0,502.0,,2025,Agosto
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO010758ATAS,Gestão de Credenciados,GO - Unidade de Operações,"675.000,00","21.933,95",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO010757ATAS,Gestão de Portfólio do Sebrae Goiás,GO - Unidade de Soluções,"1.600.000,00","7.461,53",30.0,27.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO013397ATAS,GO - ALI Produtividade,GO - Unidade de Atendimento e Desenvolvimento Regional,"6.000.000,00","294.180,86",160.0,68.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013519PJAS,GO - ALI Rural,GO - Unidade de Atendimento e Desenvolvimento Regional,"800.000,00","40.000,00",68.0,51.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO022746PJAS,GO - Aprimore - Sebrae e Ambev,GO - Unidade de Atendimento e Desenvolvimento Regional,"50.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO023926PJAS,GO - Artesanato - Regional Entorno DF/ Nordeste,GO - Regional Ent DF / Nordeste,"200.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO023675PJAS,GO - Artesanato Regional Sudoeste,GO - Regional Sudoeste,"200.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023228ATAS,GO - Atendimento à Rede de Parceiros,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.800.000,00","0,00",441.0,433.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023002ATAS,GO - Atendimento Integrado,GO - Unidade de Atendimento e Desenvolvimento Regional,"4.702.700,00","88.495,20",19.0,1.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023022ATAS,GO - Atendimento Territorial Central,GO - Regional Central,"9.491.552,00","79.370,54",3.097,2.242,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023034ATAS,GO - Atendimento Territorial Centro-Leste,GO - Regional Centro Leste,"3.558.669,00","4.985,09",1.501,1.254,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023068ATAS,GO - Atendimento Territorial Entorno do DF e Nordeste,GO - Regional Ent DF / Nordeste,"3.779.486,00","32.866,36",2.232,1.642,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023038ATAS,GO - Atendimento Territorial Metropolitana,GO - Regional Metropolitana,"3.907.885,00","45.926,06",757.0,702.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023083ATAS,GO - Atendimento Territorial Norte,GO - Regional Norte,"8.145.081,00","166.982,47",1.704,1.491,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023035ATAS,GO - Atendimento Territorial Oeste,GO - Regional Oeste,"5.573.815,00","3.343,17",1.125,920.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023067ATAS,GO - Atendimento Territorial Sudoeste,GO - Regional Sudoeste,"6.946.458,00","149.127,49",1.982,1.437,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023084ATAS,GO - Atendimento Territorial Sul,GO - Regional Sul,"6.025.054,00","7.668,68",1.038,933.0,,2025,Janeiro
SEBRAE/GO,Projeto,Articulação Institucional,GO004389PJAI,GO - Cidade Empreendedora,GO - Unidade de Atendimento e Desenvolvimento Regional,"3.800.000,00","3.175,06",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Projeto,Gestão Operacional,GO012932PJGO,GO - Conecta Tech,GO - Unidade de Tecnologia,"5.134.000,00","503.666,37",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO012944PJAS,GO - Conexão Financeira,GO - Unidade de Atendimento e Desenvolvimento Regional,"700.000,00","0,00",116.0,97.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023229ATAS,GO - Convênio - 2025 - Fecomércio,GO - Unidade de Atendimento e Desenvolvimento Regional,"2.000.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023230ATAS,GO - Convênio - 2025 - OAB,GO - Unidade de Atendimento e Desenvolvimento Regional,"404.280,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento,GO003458ATAS,GO - Convênio - Sebrae GO - OAB,GO - Unidade de Atendimento e Desenvolvimento Regional,"362.778,00","25.400,00",21.0,20.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO025490PJAS,GO - Convênio - Sescoop 2025,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.608.292,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013392PJAS,GO - Convênio 03/2024 - Sescoop Inovação,GO - Unidade de Soluções,"681.396,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO003456ATAS,GO - Convênio 04/2022 - Sebrae GO e FIEG,GO - Unidade de Atendimento e Desenvolvimento Regional,"2.820.158,00","552.568,19",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013389PJAS,GO - Convênio 04/2024 - Sescoop Decola Coop,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.270.258,00","1.097,53",43.0,35.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO018512ATAS,GO - Convênio 08/2024 - Sebrae e Senar,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.389.965,00","59.600,00",24.0,24.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO012910PJAS,GO - Convênio 13/2023 - Sebrae e Intercement,GO - Regional Metropolitana,"439.630,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023232ATAS,GO - Convênio 2025 - FACIEG,GO - Unidade de Atendimento e Desenvolvimento Regional,"850.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023231ATAS,GO - Convênio 2025 - Senar,GO - Unidade de Atendimento e Desenvolvimento Regional,"5.000.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023158ATAS,GO - Convênio nº 22/2024 - SEAPA,GO - Unidade de Atendimento e Desenvolvimento Regional,"450.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013391PJAS,GO - Convênio SEBRAE e UFG 09/2024,GO - Unidade de Soluções,"188.503,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO010758ATAS,Gestão de Credenciados,GO - Unidade de Operações,"675.000,00","394.775,81",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO010757ATAS,Gestão de Portfólio do Sebrae Goiás,GO - Unidade de Soluções,"1.600.000,00","67.946,73",45.0,41.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO013397ATAS,GO - ALI Produtividade,GO - Unidade de Atendimento e Desenvolvimento Regional,"6.000.000,00","739.953,56",1.412,1.255,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013519PJAS,GO - ALI Rural,GO - Unidade de Atendimento e Desenvolvimento Regional,"800.000,00","99.407,76",244.0,138.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO022746PJAS,GO - Aprimore - Sebrae e Ambev,GO - Unidade de Atendimento e Desenvolvimento Regional,"50.000,00","0,00",24.0,16.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO023926PJAS,GO - Artesanato - Regional Entorno DF/ Nordeste,GO - Regional Ent DF / Nordeste,"200.000,00","0,00",61.0,60.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO023675PJAS,GO - Artesanato Regional Sudoeste,GO - Regional Sudoeste,"200.000,00","2.021,49",66.0,66.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023228ATAS,GO - Atendimento à Rede de Parceiros,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.800.000,00","88.497,13",447.0,439.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023002ATAS,GO - Atendimento Integrado,GO - Unidade de Atendimento e Desenvolvimento Regional,"4.702.700,00","209.946,28",20.0,2.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023022ATAS,GO - Atendimento Territorial Central,GO - Regional Central,"9.491.552,00","435.673,53",5.218,3.564,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023034ATAS,GO - Atendimento Territorial Centro-Leste,GO - Regional Centro Leste,"3.558.669,00","102.989,05",2.658,2.149,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023068ATAS,GO - Atendimento Territorial Entorno do DF e Nordeste,GO - Regional Ent DF / Nordeste,"3.779.486,00","197.334,20",4.163,3.005,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023038ATAS,GO - Atendimento Territorial Metropolitana,GO - Regional Metropolitana,"3.907.885,00","118.209,49",2.037,1.743,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023083ATAS,GO - Atendimento Territorial Norte,GO - Regional Norte,"8.145.081,00","518.415,67",3.785,2.943,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023035ATAS,GO - Atendimento Territorial Oeste,GO - Regional Oeste,"5.573.815,00","133.723,06",2.174,1.527,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023067ATAS,GO - Atendimento Territorial Sudoeste,GO - Regional Sudoeste,"6.946.458,00","529.077,42",4.808,3.338,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023084ATAS,GO - Atendimento Territorial Sul,GO - Regional Sul,"6.025.054,00","267.338,68",3.413,2.734,,2025,Fevereiro
SEBRAE/GO,Projeto,Articulação Institucional,GO004389PJAI,GO - Cidade Empreendedora,GO - Unidade de Atendimento e Desenvolvimento Regional,"3.800.000,00","6.861,79",11.0,7.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Gestão Operacional,GO012932PJGO,GO - Conecta Tech,GO - Unidade de Tecnologia,"5.134.000,00","769.832,90",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO012944PJAS,GO - Conexão Financeira,GO - Unidade de Atendimento e Desenvolvimento Regional,"700.000,00","14.742,80",153.0,122.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023229ATAS,GO - Convênio - 2025 - Fecomércio,GO - Unidade de Atendimento e Desenvolvimento Regional,"2.000.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023230ATAS,GO - Convênio - 2025 - OAB,GO - Unidade de Atendimento e Desenvolvimento Regional,"404.280,00","0,00",170.0,101.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento,GO003458ATAS,GO - Convênio - Sebrae GO - OAB,GO - Unidade de Atendimento e Desenvolvimento Regional,"362.778,00","29.400,00",71.0,49.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO025490PJAS,GO - Convênio - Sescoop 2025,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.608.292,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013392PJAS,GO - Convênio 03/2024 - Sescoop Inovação,GO - Unidade de Soluções,"681.396,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO003456ATAS,GO - Convênio 04/2022 - Sebrae GO e FIEG,GO - Unidade de Atendimento e Desenvolvimento Regional,"2.820.158,00","553.789,27",61.0,59.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013389PJAS,GO - Convênio 04/2024 - Sescoop Decola Coop,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.270.258,00","64.343,89",180.0,85.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO018512ATAS,GO - Convênio 08/2024 - Sebrae e Senar,GO - Unidade de Atendimento e Desenvolvimento Regional,"4.989.965,00","541.354,38",38.0,38.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO012910PJAS,GO - Convênio 13/2023 - Sebrae e Intercement,GO - Regional Metropolitana,"439.630,00","823,95",24.0,22.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023232ATAS,GO - Convênio 2025 - FACIEG,GO - Unidade de Atendimento e Desenvolvimento Regional,"850.000,00","99.150,00",192.0,96.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023231ATAS,GO - Convênio 2025 - Senar,GO - Unidade de Atendimento e Desenvolvimento Regional,"0,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023158ATAS,GO - Convênio nº 22/2024 - SEAPA,GO - Unidade de Atendimento e Desenvolvimento Regional,"450.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013391PJAS,GO - Convênio SEBRAE e UFG 09/2024,GO - Unidade de Soluções,"188.503,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO010758ATAS,Gestão de Credenciados,GO - Unidade de Operações,"675.000,00","402.538,96",0.0,0.0,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO010757ATAS,Gestão de Portfólio do Sebrae Goiás,GO - Unidade de Soluções,"1.600.000,00","174.402,40",83.0,72.0,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO013397ATAS,GO - ALI Produtividade,GO - Unidade de Atendimento e Desenvolvimento Regional,"6.000.000,00","1.125.341,49",2.635,1.443,,2025,Março
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO013519PJAS,GO - ALI Rural,GO - Unidade de Atendimento e Desenvolvimento Regional,"800.000,00","157.855,76",310.0,144.0,,2025,Março
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO022746PJAS,GO - Aprimore - Sebrae e Ambev,GO - Unidade de Atendimento e Desenvolvimento Regional,"50.000,00","5.088,00",28.0,18.0,,2025,Março
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO023926PJAS,GO - Artesanato - Regional Entorno DF/ Nordeste,GO - Regional Ent DF / Nordeste,"200.000,00","0,00",61.0,60.0,,2025,Março
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO026726PJAS,GO - Artesanato Estadual,GO - Unidade de Atendimento e Desenvolvimento Regional,"235.000,00","10.435,29",0.0,0.0,,2025,Março
SEBRAE/GO,Projeto,Atendimento direto pelo Sebrae,GO023675PJAS,GO - Artesanato Regional Sudoeste,GO - Regional Sudoeste,"200.000,00","10.634,16",66.0,66.0,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023228ATAS,GO - Atendimento à Rede de Parceiros,GO - Unidade de Atendimento e Desenvolvimento Regional,"1.800.000,00","116.829,05",447.0,439.0,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023002ATAS,GO - Atendimento Integrado,GO - Unidade de Atendimento e Desenvolvimento Regional,"4.702.700,00","329.613,68",20.0,2.0,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023022ATAS,GO - Atendimento Territorial Central,GO - Regional Central,"9.591.552,00","710.435,42",8.983,5.419,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023034ATAS,GO - Atendimento Territorial Centro-Leste,GO - Regional Centro Leste,"3.558.669,00","284.677,14",3.845,3.136,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023068ATAS,GO - Atendimento Territorial Entorno do DF e Nordeste,GO - Regional Ent DF / Nordeste,"3.779.486,00","319.966,24",5.109,3.758,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023038ATAS,GO - Atendimento Territorial Metropolitana,GO - Regional Metropolitana,"3.907.885,00","219.305,47",3.262,2.671,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023083ATAS,GO - Atendimento Territorial Norte,GO - Regional Norte,"8.145.081,00","873.958,07",5.608,4.374,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023035ATAS,GO - Atendimento Territorial Oeste,GO - Regional Oeste,"5.573.815,00","275.892,64",2.625,1.808,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023067ATAS,GO - Atendimento Territorial Sudoeste,GO - Regional Sudoeste,"6.946.458,00","966.989,75",6.411,4.536,,2025,Março
SEBRAE/GO,Atividade,Atendimento direto pelo Sebrae,GO023084ATAS,GO - Atendimento Territorial Sul,GO - Regional Sul,"6.025.054,00","551.469,19",5.446,4.235,,2025,Março
SEBRAE/GO,Projeto,Articulação Institucional,GO004389PJAI,GO - Cidade Empreendedora,GO - Unidade de Atendimento e Desenvolvimento Regional,"3.800.000,00","209.019,79",18.0,12.0,,2025,Março
SEBRAE/GO,Projeto,Gestão Operacional,GO012932PJGO,GO - Conecta Tech,GO - Unidade de Tecnologia,"5.134.000,00","1.053.858,78",0.0,0.0,,2025,Março
